------------Training error values------------
-0.979516 0 0.479726
0.999889 0 0.499889
0.938106 0 0.440021
0.562181 0 0.158024
-0.818919 0 0.335314
-0.673009 0 0.226471
0.468241 0 0.109625
0.867855 1 0.00873121
-0.842346 0 0.354773
--------
-0.873266 0 0.381297
0.999656 0 0.499656
-0.208275 0 0.0216893
-0.906517 0 0.410887
-0.405491 0 0.0822114
-0.926475 0 0.429178
-0.684282 0 0.234121
-0.999984 1 1.99997
-0.235685 0 0.0277737
-0.225629 0 0.0254542
--------
-0.545086 0 0.148559
-0.96374 0 0.464398
0.966644 0 0.4672
0.997431 0 0.497435
0.988806 0 0.488869
-0.100678 0 0.00506801
0.671027 0 0.225139
-0.487232 0 0.118698
-0.935634 0 0.437706
0.870755 1 0.00835215
--------
-0.254469 0 0.0323773
0.99737 0 0.497373
-0.959059 0 0.459897
-0.99849 1 1.99698
-0.615496 0 0.189418
0.987533 0 0.48761
0.44035 0 0.0969542
-0.970638 0 0.471069
0.918097 0 0.421451
-0.0956006 0 0.00456974
--------
0.261569 0 0.034209
-0.154984 0 0.01201
-0.479028 0 0.114734
0.179986 0 0.0161974
0.921094 0 0.424207
0.937884 0 0.439813
-0.890386 0 0.396394
0.446682 0 0.0997624
-0.939029 0 0.440888
0.443381 1 0.154912
--------
-0.316569 0 0.050108
-0.997828 0 0.49783
0.997879 0 0.497881
0.982648 0 0.482799
0.974022 0 0.47436
-0.982362 0 0.482517
-0.739918 0 0.273739
-0.171487 0 0.014704
-0.981148 1 1.96247
0.98697 0 0.487055
--------
-0.239025 0 0.0285664
-0.999301 0 0.499302
0.896186 0 0.401575
0.997257 0 0.497261
0.951114 0 0.452309
0.86105 1 0.00965358
-0.785938 0 0.30885
0.986917 0 0.487002
0.713841 0 0.254785
-0.539048 0 0.145287
--------
0.917233 0 0.420658
-0.735296 0 0.27033
0.591025 0 0.174655
-0.0624187 0 0.00194805
0.998124 0 0.498126
0.964274 0 0.464913
-0.817627 0 0.334257
0.356331 0 0.0634859
-0.625993 0 0.195934
-0.255455 1 0.788083
--------
0.870412 0 0.378808
-0.99784 0 0.497842
0.906687 0 0.41104
0.838885 1 0.012979
0.8873 0 0.393651
0.999612 0 0.499612
-0.970409 0 0.470847
0.877498 0 0.385001
-0.222469 0 0.0247462
0.951241 0 0.45243
--------
0.632376 0 0.19995
-0.987301 0 0.487382
0.976809 0 0.477078
0.696001 1 0.0462078
-0.681683 0 0.232346
0.314993 0 0.0496104
-0.352198 0 0.0620217
0.940963 0 0.442706
0.999684 0 0.499684
-0.563618 0 0.158832
--------
0.477603 1 0.136449
-0.651276 0 0.21208
0.899131 0 0.404218
0.50244 0 0.126223
0.995691 0 0.4957
0.993416 0 0.493437
-0.597752 0 0.178654
-0.295434 0 0.0436407
-0.986805 0 0.486892
0.95901 0 0.45985
--------
0.609154 0 0.185534
0.22244 0 0.0247398
-0.999861 0 0.499861
-0.999343 0 0.499343
0.819069 0 0.335437
0.998592 0 0.498593
-0.78113 0 0.305082
0.468042 1 0.14149
0.659918 0 0.217746
0.692809 0 0.239992
--------
-0.791474 0 0.313216
-0.990709 0 0.490752
0.989268 0 0.489326
0.97491 0 0.475225
0.829854 1 0.0144747
-0.884118 0 0.390832
0.788623 0 0.310963
-0.945053 0 0.446562
-0.413891 0 0.0856528
0.993557 0 0.493578
--------
0.875043 0 0.38285
0.944066 0 0.44563
0.534028 0 0.142593
-0.923163 0 0.426115
-0.96193 0 0.462654
0.992732 0 0.492758
-0.692695 0 0.239913
0.697701 0 0.243393
0.0455944 0 0.00103942
-0.950986 1 1.90317
--------
0.316362 0 0.0500424
-0.87253 0 0.380655
0.950558 0 0.451781
-0.0873304 0 0.0038133
0.998724 0 0.498725
0.844865 0 0.356899
-0.736363 0 0.271115
-0.683965 0 0.233904
-0.974868 1 1.95005
0.980199 0 0.480395
--------
0.780961 1 0.023989
-0.918598 0 0.421911
0.98186 0 0.482025
0.987955 0 0.488027
0.915778 0 0.419325
0.172461 0 0.0148714
0.730968 0 0.267157
-0.988761 0 0.488824
0.290023 0 0.0420567
0.985434 0 0.48554
--------
0.514044 0 0.13212
0.406185 0 0.082493
0.881541 0 0.388558
0.971033 0 0.471452
0.99614 0 0.496148
-0.0492893 0 0.00121472
0.17812 0 0.0158634
-0.932018 0 0.434329
-0.987298 0 0.487379
-0.11253 1 0.618861
--------
0.669265 0 0.223958
-0.99972 0 0.49972
0.858904 0 0.368858
0.956539 0 0.457483
0.547049 1 0.102582
-0.547479 0 0.149866
0.121213 0 0.00734632
-0.336869 0 0.0567404
0.94448 0 0.446021
0.948287 0 0.449624
--------
0.645633 0 0.208421
-0.965005 1 1.93062
0.942854 0 0.444487
-0.737617 0 0.272039
-0.729852 0 0.266342
-0.970981 0 0.471402
0.998728 0 0.498729
0.0693808 0 0.00240685
0.837622 0 0.350806
0.830197 0 0.344614
--------
0.846795 0 0.358531
-0.999781 0 0.499781
-0.399488 0 0.0797952
0.744886 0 0.277428
0.803231 1 0.019359
-0.0301415 0 0.000454255
0.969886 0 0.47034
0.822446 0 0.338209
0.995907 0 0.495915
0.762747 0 0.290892
--------
0.681493 0 0.232216
-0.999888 0 0.499888
0.90895 0 0.413095
0.908664 0 0.412835
0.99807 1 1.86193e-006
-0.999451 0 0.499451
0.843499 0 0.355745
0.587548 0 0.172606
-0.895572 0 0.401025
0.984779 0 0.484895
--------
0.830776 0 0.345094
-0.999989 0 0.499989
0.386477 0 0.0746822
0.98212 0 0.48228
0.993241 0 0.493264
-0.527504 0 0.13913
0.949277 1 0.00128642
0.992886 0 0.492912
0.878392 0 0.385786
0.906946 0 0.411275
--------
-0.728529 1 1.49391
-0.687034 0 0.236008
-0.311533 0 0.0485263
0.942766 0 0.444404
0.996561 0 0.496567
-0.501494 0 0.125748
0.912005 0 0.415877
-0.373244 0 0.0696555
-0.982831 0 0.482979
0.879432 0 0.3867
--------
-0.35257 0 0.0621529
-0.981507 0 0.481678
-0.973797 0 0.47414
-0.815913 0 0.332857
0.992141 1 3.08838e-005
0.657367 0 0.216066
-0.962985 0 0.46367
0.905902 0 0.41033
-0.94425 0 0.445804
0.931031 0 0.433409
--------
0.422887 0 0.0894168
-0.948695 0 0.450011
-0.019539 0 0.000190886
-0.667728 0 0.22293
-0.947817 0 0.449179
0.990262 1 4.74178e-005
0.857301 0 0.367482
0.86457 0 0.373741
0.872715 0 0.380816
0.973957 0 0.474296
--------
0.380083 0 0.0722314
-0.999793 0 0.499793
0.166988 0 0.0139425
0.974989 0 0.475302
0.935063 0 0.437171
0.112727 0 0.00635371
0.62511 1 0.0702711
0.996848 0 0.496853
0.872999 0 0.381064
0.62602 0 0.195951
--------
-0.774606 0 0.300007
0.997975 1 2.04981e-006
0.784942 0 0.308067
-0.761094 0 0.289632
-0.995285 0 0.495296
-0.983191 0 0.483332
0.838464 0 0.351511
-0.994193 0 0.494209
0.812982 0 0.33047
-0.150087 0 0.011263
--------
0.19592 1 0.323272
-0.994864 0 0.494878
0.521313 0 0.135884
0.274359 0 0.0376364
0.849392 0 0.360734
0.964291 0 0.464929
-0.885767 0 0.392292
0.881471 0 0.388495
0.990266 0 0.490314
-0.114275 0 0.00652939
--------
0.562427 1 0.0957352
-0.475215 0 0.112914
0.950019 0 0.451268
0.921244 0 0.424345
0.990284 0 0.490331
0.934309 0 0.436467
-0.432325 0 0.0934526
-0.962508 0 0.463211
-0.811435 0 0.329214
0.70284 0 0.246992
--------
0.173325 0 0.0150207
-0.370205 1 0.938731
-0.971585 0 0.471988
-0.676097 0 0.228554
0.999893 0 0.499893
-0.93711 0 0.439087
-0.787049 0 0.309723
0.555486 0 0.154283
-0.991412 0 0.491449
0.238338 0 0.0284026
--------
-0.676508 0 0.228831
-0.999661 0 0.499661
-0.178626 0 0.0159537
0.988028 0 0.4881
0.632629 0 0.200109
-0.880799 0 0.387903
0.163925 0 0.0134358
0.913217 1 0.00376568
-0.287757 0 0.0414021
0.961164 0 0.461918
--------
-0.987988 0 0.48806
-0.432999 1 1.02674
-0.27483 0 0.0377659
0.948363 0 0.449696
0.943168 0 0.444783
-0.976085 0 0.476371
0.495979 0 0.122998
0.264727 0 0.0350402
-0.991542 0 0.491578
0.935748 0 0.437812
--------
0.732978 0 0.268628
-0.999163 0 0.499164
0.806298 0 0.325059
0.98863 0 0.488695
0.695048 0 0.241546
0.100869 0 0.00508731
0.953474 1 0.00108232
0.991062 0 0.491101
0.895238 0 0.400726
0.470777 0 0.110815
--------
0.936397 0 0.438419
-0.999797 0 0.499797
0.982719 0 0.482868
0.84447 1 0.0120948
0.29082 0 0.0422881
0.997338 0 0.497342
-0.984421 0 0.484542
0.0578384 0 0.00167264
0.841763 0 0.354283
0.988869 0 0.488931
--------
0.443755 1 0.154704
-0.800052 0 0.320041
0.857899 0 0.367995
0.976765 0 0.477035
0.99441 0 0.494426
-0.655656 0 0.214942
0.060194 0 0.00181166
-0.96568 0 0.466269
-0.927529 0 0.430155
0.541264 0 0.146483
--------
0.577135 0 0.166542
-0.692471 0 0.239758
0.378229 1 0.193299
0.468647 0 0.109815
0.989351 0 0.489407
0.992636 0 0.492663
0.428269 0 0.091707
0.941726 0 0.443424
0.470374 0 0.110626
-0.133876 0 0.00896142
--------
-0.928486 0 0.431043
0.815933 1 0.0169403
-0.212113 0 0.0224959
-0.734544 0 0.269777
-0.995383 0 0.495394
-0.997744 0 0.497746
0.959388 0 0.460213
-0.729254 0 0.265906
0.954923 0 0.455939
0.121005 0 0.0073211
--------
-0.899283 0 0.404355
-0.986252 1 1.9726
0.933144 0 0.435379
0.952498 0 0.453626
0.989289 0 0.489346
-0.950636 0 0.451854
0.382515 0 0.0731588
-0.967505 0 0.468033
-0.936664 0 0.43867
0.997057 0 0.497061
--------
-0.12677 0 0.00803527
-0.999766 0 0.499766
0.836732 0 0.35006
0.939108 0 0.440962
0.992065 0 0.492096
-0.907867 0 0.412111
0.985415 0 0.485521
0.172341 1 0.34251
-0.516361 0 0.133314
0.998778 0 0.498779
--------
0.2582 0 0.0333337
-0.605871 0 0.18354
0.534607 0 0.142902
0.96348 0 0.464147
0.996629 0 0.496635
0.464545 0 0.107901
-0.700232 0 0.245163
-0.775005 0 0.300316
-0.969616 0 0.470077
0.0163663 1 0.483768
--------
0.921408 1 0.00308833
-0.999502 0 0.499502
0.977109 0 0.477371
0.736222 0 0.271011
0.995102 0 0.495114
0.811136 0 0.328971
-0.881623 0 0.388629
-0.037004 0 0.000684649
0.418561 0 0.0875967
0.867478 0 0.376259
--------
0.20183 0 0.0203676
-0.997746 0 0.497748
0.945652 1 0.00147687
0.799368 0 0.319495
0.558728 0 0.156088
0.888621 0 0.394824
0.346551 0 0.0600489
0.844538 0 0.356622
0.979295 0 0.479509
0.920545 0 0.423701
--------
0.733168 0 0.268767
-0.99999 0 0.49999
0.516093 0 0.133176
0.905667 0 0.410116
0.987849 0 0.487923
-0.354292 0 0.0627612
0.691338 1 0.047636
0.941311 0 0.443033
0.927794 0 0.430401
0.951842 0 0.453001
--------
0.949996 0 0.451246
-0.70829 0 0.250837
0.723229 0 0.26153
-0.973174 0 0.473534
0.721934 0 0.260595
-0.407251 0 0.0829266
-0.927661 0 0.430278
0.974175 1 0.000333455
0.888078 0 0.394341
-0.95289 0 0.454
--------
0.442061 0 0.097709
-0.992603 0 0.492631
0.721162 0 0.260037
0.131305 0 0.00862055
-0.876853 0 0.384436
0.982092 0 0.482252
-0.942694 0 0.444336
0.935183 0 0.437283
0.991622 1 3.50938e-005
0.564021 0 0.15906
--------
-0.705285 0 0.248714
0.229862 0 0.0264182
-0.895746 0 0.40118
0.170851 1 0.343744
0.926518 0 0.429218
0.726774 0 0.264101
-0.109308 0 0.00597417
-0.510141 0 0.130122
-0.7189 0 0.258409
0.994725 0 0.494739
--------
0.560042 0 0.156823
-0.924904 0 0.427723
0.980881 0 0.481064
0.994215 0 0.494232
0.998968 0 0.498968
-0.56679 0 0.160626
0.396212 0 0.0784919
-0.308741 0 0.0476607
-0.993117 0 0.49314
0.465373 1 0.142913
--------
0.811376 1 0.0177895
-0.999915 0 0.499915
0.975695 0 0.475991
0.995724 0 0.495733
0.961651 0 0.462386
-0.686046 0 0.235329
-0.0672053 0 0.00225828
0.691168 0 0.238856
0.555538 0 0.154311
0.94736 0 0.448745
--------
-0.553981 0 0.153448
-0.998368 0 0.498369
0.98226 0 0.482417
0.996705 0 0.496711
0.778525 1 0.0245257
-0.760972 0 0.289539
0.692207 0 0.239575
-0.931278 0 0.433639
0.360889 0 0.0651205
0.990383 0 0.490429
--------
-0.430615 0 0.0927145
-0.999988 0 0.499988
-0.9961 0 0.496108
-0.527043 0 0.138887
0.99144 0 0.491477
-0.877988 0 0.385432
0.140245 1 0.36959
0.999707 0 0.499707
0.0121879 0 7.42719e-005
0.988862 0 0.488924
--------
-0.0365026 0 0.000666218
-0.91156 0 0.415471
0.94722 0 0.448613
0.971559 0 0.471963
0.0325652 0 0.000530247
-0.931661 0 0.433996
-0.136058 0 0.00925591
-0.99851 1 1.99702
0.809783 0 0.327874
0.95293 0 0.454038
--------
0.19905 0 0.0198105
0.749612 0 0.280959
-0.353521 0 0.0624885
0.532682 0 0.141875
0.950035 1 0.00124823
-0.416532 0 0.0867492
-0.614007 0 0.188503
-0.937277 0 0.439244
-0.89223 0 0.398037
-0.0680277 0 0.00231389
--------
0.534473 0 0.142831
-0.999956 0 0.499956
0.956345 0 0.457298
0.997227 0 0.49723
0.98339 0 0.483528
-0.648376 0 0.210196
0.859445 1 0.00987783
0.926192 0 0.428916
-0.0701304 0 0.00245914
0.973522 0 0.473873
--------
0.642154 0 0.206181
-0.989873 0 0.489925
0.997283 0 0.497287
0.810453 0 0.328417
0.826074 0 0.341199
0.993444 0 0.493466
-0.911335 0 0.415265
0.750798 0 0.281848
-0.569758 1 1.23207
0.942986 0 0.444612
--------
0.760155 1 0.0287628
-0.856998 0 0.367223
0.948076 0 0.449424
0.901285 0 0.406158
0.997025 0 0.497029
0.988498 0 0.488564
-0.170588 0 0.0145502
-0.459492 0 0.105566
-0.495779 0 0.122898
0.514293 0 0.132249
--------
-0.948671 0 0.449988
0.945285 0 0.446781
0.90266 0 0.407398
0.979583 0 0.479791
0.975253 0 0.475559
-0.677997 0 0.22984
0.430057 0 0.0924744
-0.991842 1 1.98372
-0.978096 0 0.478336
0.421916 0 0.0890064
--------
0.914013 0 0.41771
-0.707657 0 0.250389
0.999551 0 0.499551
0.564593 0 0.159383
0.935287 0 0.43738
0.879285 0 0.386571
-0.160537 0 0.012886
0.905161 0 0.409659
-0.356136 1 0.919553
-0.563593 0 0.158819
--------
0.751898 0 0.282675
-0.872072 0 0.380254
0.815252 0 0.332318
0.857399 1 0.0101675
0.961384 0 0.462129
0.999735 0 0.499735
-0.921782 0 0.424841
0.611709 0 0.187094
-0.878864 0 0.386201
0.7887 0 0.311024
--------
-0.960342 0 0.461128
-0.780462 1 1.58502
0.413249 0 0.0853872
0.609347 0 0.185652
0.62298 0 0.194052
-0.99151 0 0.491546
0.931877 0 0.434198
-0.999492 0 0.499492
0.642638 0 0.206492
0.997141 0 0.497145
--------
-0.725155 0 0.262925
-0.997444 0 0.497447
0.402839 0 0.0811397
0.97418 0 0.474513
0.994934 0 0.494947
-0.875528 1 1.7588
0.864055 0 0.373295
0.940365 0 0.442143
-0.977977 0 0.478219
0.994277 0 0.494293
--------
-0.770575 0 0.296893
-0.730216 0 0.266608
-0.907739 0 0.411995
0.78701 0 0.309692
0.865768 0 0.374777
0.0472492 0 0.00111625
-0.573417 0 0.164403
0.636443 1 0.0660869
-0.992976 0 0.493
0.912109 0 0.415971
--------
-0.614307 0 0.188686
0.781272 1 0.0239209
-0.214258 0 0.0229533
0.370245 0 0.0685406
0.4557 0 0.103831
-0.982358 0 0.482513
0.5876 0 0.172637
0.245747 0 0.0301959
-0.998448 0 0.498449
0.667422 0 0.222726
--------
0.405023 0 0.0820219
-0.968304 0 0.468806
0.968111 0 0.468619
0.990347 0 0.490394
0.858787 0 0.368758
-0.615696 0 0.189541
0.615651 0 0.189513
-0.975506 1 1.95131
-0.288366 0 0.0415774
0.975487 0 0.475788
--------
-0.455716 0 0.103838
0.921891 1 0.00305048
-0.538854 0 0.145182
-0.249718 0 0.0311796
-0.699416 0 0.244591
-0.910917 0 0.414885
0.595602 0 0.177371
0.572808 0 0.164054
-0.980314 0 0.480508
0.173815 0 0.0151059
--------
0.0482028 0 0.00116175
-0.998879 1 1.99776
0.742138 0 0.275385
0.108559 0 0.0058925
0.593556 0 0.176155
-0.945612 0 0.447091
0.971831 0 0.472228
-0.697673 0 0.243374
0.945707 0 0.447181
0.968116 0 0.468624
--------
-0.823823 0 0.339342
-0.996481 0 0.496487
-0.935986 0 0.438035
0.305437 0 0.046646
0.920311 0 0.423486
0.99879 0 0.498791
-0.744238 1 1.52118
0.999267 0 0.499267
-0.635898 0 0.202183
0.952564 0 0.453689
--------
-0.502095 0 0.12605
-0.134986 0 0.00911067
0.971595 0 0.471998
0.381952 1 0.190992
-0.725836 0 0.263419
0.999857 0 0.499857
-0.949573 0 0.450845
0.963817 0 0.464472
